painting_id,content,user_id,create_time
40,对我而言，《小鞭剑门神》更像练习稿。“小说《西游记》第十回《二将军宫门镇鬼，唐太宗地府还魂》中叙述：魏徵梦斩泾河老龙，宫中闹鬼惊扰唐太宗。秦琼、尉迟恭披挂甲胄，执金瓜钺斧，把守宫门。“好将军，你看他…”，却没呈现出应有的张弛与节奏，观感乏味。,648,2024/8/14 20:42
15,越品《士农工商》越有味。“士农工商  Shi Nong Gong Shang  清代?门画  跳龙门艺术博物馆藏”点出了关键，色形搭配和叙事节奏都很高级，令人心悦。,4729,2025/4/15 17:29
55,《财源涌进》充满张力与温度，“此画采用窗格子嵌字的传统手法，将民间吉祥用语及民间吉祥图案结合装饰手法，以年画的形式表现出来，与春联配合，贴在门框上部起到对联横批作用。”。题材老到却不老派，我给好评。,3647,2024/11/1 0:09
127,我真心喜欢《祖师》。从题旨到细节都拿捏得很到位，“此为画版。画面为头戴山型冠和狰狞面具的人物形象。下方有香炉。”把内核讲清了，笔墨有力度。,4193,2024/11/10 12:10
21,越品《莲年有余》越有味。“莲(连)年有余是杨柳青年画代表作。图中的娃姓手持莲花，怀抱金鱼，憨态可掬，身旁红荷盛开，下有碧叶相托。整幅画面构图饱满，形象生动。有莲有鱼，谐音寓意连年有余，表…”点出了关键，色形搭配和叙事节奏都很高级，令人心悦。,3905,2025/4/20 13:03
163,《新绘九更天太师回朝》充满张力与温度，“故事出自清初的传奇剧本《未央天传奇》。该剧为京剧剧目，讲述的是忠诚的男仆舍身为主人洗清冤情的故事。盐官米新图去见哥哥新国，落入哥哥的妾的圈套，被当成是杀害嫂嫂的…”。题材老到却不老派，我给好评。,1385,2025/6/15 9:33
127,老实说，《祖师》有些失望。“此为画版。画面为头戴山型冠和狰狞面具的人物形象。下方有香炉。”讲得多但不深入，主题发散，视觉上也不够干净。,3862,2025/5/28 0:42
124,《女仙》太精彩了！不只故事立得住，“画面为头插雉鸡翎、着盛装的女子形象，两边有规则小墨块装饰。”也体现出传统年画的雅趣与热烈，值得称道。,89,2025/6/18 10:36
92,《弄花香满衣》充满张力与温度，“此为清代中期作品。”。题材老到却不老派，我给好评。,3220,2025/8/31 21:06
134,《八仙对联》题材不错，可惜执行一般。“此为寿联，上下两幅。用“福如东海，寿比南山”八个字，衬托八位神仙，十分巧妙。在形式上，这又是一副组字画。人物与文字构成奇妙的图像。人物的形态古朴，字体厚重而色彩…”没有抓住核心，构图与色调都显得拖沓。,3719,2025/5/20 8:12
126,老实说，《药王》有些失望。“画面为一老一少两个医生形象，其中一位留须。中间悬挂一只葫芦，葫芦上方有眼睛的形象。”讲得多但不深入，主题发散，视觉上也不够干净。,4774,2024/12/21 7:23
31,对我而言，《黄金万两 满载而归》更像练习稿。“此门神表现进宝力士推来一车金银财宝，车上分别插着有“黄金万两”、“满载而归”的旗帜。力士戴草帽圈，着军服，扎裹腿，体魄健壮。有传说谓：五代时后周皇帝郭威因无子嗣…”，却没呈现出应有的张弛与节奏，观感乏味。,1217,2024/1/20 17:24
120,《双考而夫球圈》充满张力与温度，“图中背景有亭台假山，正是30年代上海典型的小高尔夫球场。”。题材老到却不老派，我给好评。,1374,2024/4/23 6:41
119,《上海太和大药房广告》题材不错，可惜执行一般。“海报的图像与药物无关，广告讯息只得靠文字表达。卖什么药，主治什么，价钱多少等都在图下说得清清楚楚。”没有抓住核心，构图与色调都显得拖沓。,2037,2025/3/13 8:31
102,我真心喜欢《探访》。从题旨到细节都拿捏得很到位，“《探访》是一张典型的世情风俗画。画面表现的是客人探访主人，必须在门口止步，由仆人扬声通报，待主人允许后方可进入的一个过程。”把内核讲清了，笔墨有力度。,4865,2025/8/31 2:43
43,我真心喜欢《副扬鞭》。从题旨到细节都拿捏得很到位，“画面上的人物是秦琼、尉迟恭，其特殊画法被称为“填水脚”。此类门神通常会引出艺人不愿回顾的往事。从前，他们每在年末为作坊老板做完年终活计之后，利用收拾画案的残纸的…”把内核讲清了，笔墨有力度。,1046,2024/9/5 12:00
82,越品《麒麟送子（部分）》越有味。“麒麟，古代“四灵”之一，龙头、狮尾、鹿身、马足，俗称“四不象”，传说中的祥瑞之兽，它常受天帝派遣，护送富贵之人降生人间，所谓“天赐贵子”，故民间生子贺为“产麟儿…”点出了关键，色形搭配和叙事节奏都很高级，令人心悦。,66,2024/7/9 8:19
147,对我而言，《赵公明燃灯道人》更像练习稿。“郯城地处鲁、苏交界处，交通闭塞，民风淳朴，民间信仰浓厚，神像类年画在当地最为常用，是郯城年画最重要的品类。与邻近年画产地—潍坊杨家埠、聊城东昌府和河南朱仙镇等的…”，却没呈现出应有的张弛与节奏，观感乏味。,1839,2024/9/1 13:44
158,《儿百寿长春》充满张力与温度，“描绘了男孩儿同两只狮子狗嬉戏的场景。作为长寿象征的蝴蝶好像也在围着男孩儿蹁跹飞舞。为爱竹画店的年画作品。”。题材老到却不老派，我给好评。,2916,2024/2/5 22:26
26,老实说，《五子夺莲》有些失望。““五子”寓多子、多男子，亦寓“教五子，名俱扬”。俗有“五子夺魁”之语，“魁”是大魁天下的意思，即中得状元。此图绘五个娃娃争夺莲蓬嬉戏之景，“夺莲”寓“贵子莲生”…”讲得多但不深入，主题发散，视觉上也不够干净。,458,2024/9/13 10:12
144,《三朝姑婆》并不打动我。“姑婆是岭南民间传说中专门保护儿童的民间俗神，女性。与金花娘娘属同一类。”信息堆砌却缺乏重点，画面显得平直，少了应有的力量。,4008,2024/7/20 20:13
45,《年年富贵 月月吉祥》充满张力与温度，“此画两童子捧宝持花，肩扛画戟，足下有一蟾蜍，蟾蜍在月宫与桂树相伴，因而有蟾桂代月之说，画中的戟和桂与“吉祥”和“富贵”谐音。”。题材老到却不老派，我给好评。,3599,2025/6/13 22:16
9,越品《三字经九九图》越有味。“三字经九九图  Three-character Scripture with Nine-nine Pictures        63X110cm  清代  半…”点出了关键，色形搭配和叙事节奏都很高级，令人心悦。,1806,2025/5/1 16:09
127,越品《祖师》越有味。“此为画版。画面为头戴山型冠和狰狞面具的人物形象。下方有香炉。”点出了关键，色形搭配和叙事节奏都很高级，令人心悦。,4487,2025/8/28 11:17
156,越品《随朝窈窕呈倾国之芳容》越有味。“现存最早的中国年画之一，为金代印刷业中心平阳（今临汾）印造。图中绘古代四位美人，自左至右为班姬、赵飞燕、王昭君、绿珠。班姬是汉成帝的妃子；赵飞燕是汉成帝的宠妃；…”点出了关键，色形搭配和叙事节奏都很高级，令人心悦。,4329,2024/12/6 17:49
15,我不太喜欢《士农工商》。虽然“士农工商  Shi Nong Gong Shang  清代?门画  跳龙门艺术博物馆藏”，但整体气韵偏弱，层次单一，缺少记忆点。,3127,2024/9/11 1:01
120,《双考而夫球圈》题材不错，可惜执行一般。“图中背景有亭台假山，正是30年代上海典型的小高尔夫球场。”没有抓住核心，构图与色调都显得拖沓。,3308,2024/10/21 10:32
27,《一品荣寿》并不打动我。“图绘二仕女，一立一坐，端庄秀美；二娃娃所抱寿桃和仙鹤，皆为长寿象征，表达人们对做高官、享长寿的向往。”信息堆砌却缺乏重点，画面显得平直，少了应有的力量。,1480,2025/5/17 6:29
34,《蝴蝶杯》让我眼前一亮：构图完整、意境饱满。这段介绍“明代湖广总督卢林之子卢世宽，依仗父势强买娃娃鱼，将渔翁胡彦殴打致死。江夏知县之子田玉川路见不平打死世宽，遭到缉拿，逃至江岸被胡彦之女凤莲藏于舟中得救，玉川遂以家…”恰好映衬了主题，越看越耐品。,2606,2025/6/10 9:03
74,老实说，《卢府招婿》有些失望。“田玉钏在讨伐苗蛮过程中，屡建奇功，深受卢林的赏识，后在田玉钏不同意的情况下，卢家强召为婿。图中是小姐的乳娘与丫髻来做红娘。”讲得多但不深入，主题发散，视觉上也不够干净。,835,2024/6/28 16:36
10,《对美人》题材不错，可惜执行一般。“对美人  A Pair of Beauties        130X63cm  民国  扑灰  跳龙门乡土艺术博物馆藏  Period: The Republ…”没有抓住核心，构图与色调都显得拖沓。,4750,2024/11/1 5:15
125,对我而言，《土神》更像练习稿。“画面为头戴尖角帽、颊生双手、身体为沟壑状、留须的人物形象。”，却没呈现出应有的张弛与节奏，观感乏味。,1059,2024/6/5 1:08
141,《发冷姑婆》充满张力与温度，“祛病驱邪之纸马。”。题材老到却不老派，我给好评。,3236,2024/9/8 16:09
144,《三朝姑婆》充满张力与温度，“姑婆是岭南民间传说中专门保护儿童的民间俗神，女性。与金花娘娘属同一类。”。题材老到却不老派，我给好评。,1111,2024/6/21 20:57
88,越品《西湖借伞》越有味。“西湖借伞是滩头流传的一幅美女年画，从图中女子着装看，系清末民初时作品，其时曾兴起一阵“摩登美女”画。此图两两人物组合成对幅画面，仕女面容姣好，体态婀娜，打扮入时…”点出了关键，色形搭配和叙事节奏都很高级，令人心悦。,1532,2024/9/19 10:46
53,我真心喜欢《独占花魁》。从题旨到细节都拿捏得很到位，“卖油郎秦重终年辛苦，积银二百两，至妓院求会花魁，适逢花魁大醉，不省人事，卖油郎伺奉通宵，花魁酒醒，颇为感动，遂以身相许。这是“恒泰正”早期戏文年画作品”把内核讲清了，笔墨有力度。,1652,2024/1/2 8:35
54,《春花富贵》题材不错，可惜执行一般。“它是梁平花笺常用的一种题材，它由民间杂宝吉祥物组成画面，用谐音、隐喻、象征手法来表达吉祥如意的美好祝愿。”没有抓住核心，构图与色调都显得拖沓。,3814,2025/1/21 20:33
131,对我而言，《哭神》更像练习稿。“云南弥渡甲马。”，却没呈现出应有的张弛与节奏，观感乏味。,4671,2024/3/16 11:56
111,《狮头衔剑》让我眼前一亮：构图完整、意境饱满。这段介绍“此幅《狮头衔剑》印制于上世纪70年代，用漳州“多文斋”老版印制。画中线条细致生动，狮子怒目圆睁，表情威猛，神采奕奕。漳州“多文斋”相传创立于明代，故此画十分珍贵…”恰好映衬了主题，越看越耐品。,1617,2024/6/9 14:25
45,我真心喜欢《年年富贵 月月吉祥》。从题旨到细节都拿捏得很到位，“此画两童子捧宝持花，肩扛画戟，足下有一蟾蜍，蟾蜍在月宫与桂树相伴，因而有蟾桂代月之说，画中的戟和桂与“吉祥”和“富贵”谐音。”把内核讲清了，笔墨有力度。,2946,2024/4/11 13:44
130,对我而言，《井神》更像练习稿。“云南大理甲马。”，却没呈现出应有的张弛与节奏，观感乏味。,1752,2025/9/7 12:21
164,老实说，《郑州庙 拿谢虎》有些失望。“《四续施公案》第五至九回的故事。京剧中有《郑州庙》、《拿谢虎》、《茂州庙》、《一枝桃》等剧目。河北郑州的寡妇赵氏去娘娘庙烧香时被一枝桃谢虎所劫。谢虎逼婚，赵氏不…”讲得多但不深入，主题发散，视觉上也不够干净。,4135,2024/9/9 23:00
98,《贵人指引》让我眼前一亮：构图完整、意境饱满。这段介绍“祈福祭神，遇危难或病痛之事求神，皆为平民百姓精神上的自我安慰，因而民间印制一些如“贵人禄马”、“贵人指引”等纸马，供百姓祈福求神焚化之用。”恰好映衬了主题，越看越耐品。,2033,2024/1/9 19:32
88,《西湖借伞》让我眼前一亮：构图完整、意境饱满。这段介绍“西湖借伞是滩头流传的一幅美女年画，从图中女子着装看，系清末民初时作品，其时曾兴起一阵“摩登美女”画。此图两两人物组合成对幅画面，仕女面容姣好，体态婀娜，打扮入时…”恰好映衬了主题，越看越耐品。,3294,2025/2/6 9:23
64,对我而言，《钟馗门神》更像练习稿。“一骑灵兽持剑，一骑仙鹿持睚眦板斧佩剑，很少见。以墨线为底，套以黄、红、蓝三色块，尤显大方明快。空白处以方胜珠宝填之，取意为镇祟降福。”，却没呈现出应有的张弛与节奏，观感乏味。,4301,2024/10/29 21:19
138,我真心喜欢《田祖（局部）》。从题旨到细节都拿捏得很到位，“田祖即炎帝神农氏，是农耕生活最重要的神。史传神农氏发明耒耜，教民稼穑，开启农业。故被后世奉为农神田祖。新年是一年之始，辄必悬挂田祖神像，设供礼拜，祀求农耕顺利，…”把内核讲清了，笔墨有力度。,584,2024/7/31 23:28
23,《庆赏元宵》太精彩了！不只故事立得住，“此图绘元宵佳节一家人“鼓吹升平”闹元宵之景。敲锣，打鼓，吹唢呐，好不热闹。画面左首一幼童擎鱼灯，拉母亲来凑热闹：右首一妇人怀抱幼子，凭窗凝望，全图洋溢着浓郁的喜…”也体现出传统年画的雅趣与热烈，值得称道。,62,2024/3/8 21:49
137,老实说，《排叉》有些失望。“明朝的常玉春、胡带海、马腊梅大战张兴扁，画中间人物为张兴扁。此剧目出自当地大弦戏。”讲得多但不深入，主题发散，视觉上也不够干净。,2908,2024/1/14 15:26
114,《关公》题材不错，可惜执行一般。“关羽，汉末三国河东解人，字云长，与刘备、张飞结拜兄弟，为三国时名将，死后蜀汉后主追谥为壮缪侯，宋徽宗时始封为忠惠公，明万历时封为关圣帝君，故有关公、关帝之称，民…”没有抓住核心，构图与色调都显得拖沓。,1038,2025/9/15 1:01
21,《莲年有余》并不打动我。“莲(连)年有余是杨柳青年画代表作。图中的娃姓手持莲花，怀抱金鱼，憨态可掬，身旁红荷盛开，下有碧叶相托。整幅画面构图饱满，形象生动。有莲有鱼，谐音寓意连年有余，表…”信息堆砌却缺乏重点，画面显得平直，少了应有的力量。,1025,2024/12/26 0:39
149,《折花姑婆》太精彩了！不只故事立得住，“此为儿童保护神。折花的意义有待考证。”也体现出传统年画的雅趣与热烈，值得称道。,51,2025/5/28 16:42
129,《刀兵》充满张力与温度，“云南瑞丽甲马。”。题材老到却不老派，我给好评。,2711,2024/4/27 7:40
40,老实说，《小鞭剑门神》有些失望。“小说《西游记》第十回《二将军宫门镇鬼，唐太宗地府还魂》中叙述：魏徵梦斩泾河老龙，宫中闹鬼惊扰唐太宗。秦琼、尉迟恭披挂甲胄，执金瓜钺斧，把守宫门。“好将军，你看他…”讲得多但不深入，主题发散，视觉上也不够干净。,1560,2024/11/25 21:05
89,《阎王》题材不错，可惜执行一般。“此为纸马墨线稿。”没有抓住核心，构图与色调都显得拖沓。,378,2025/7/14 19:23
91,我不太喜欢《美人秋千图》。虽然“此为清代雍正、乾隆年间“姑苏版”作品。“姑苏版”的特征为尺幅大，墨色分深浅二版，有些再加手工敷彩，采用西洋透视法，并仿西方铜版画细密排线的运用，晕染阴影，以城市…”，但整体气韵偏弱，层次单一，缺少记忆点。,3715,2024/2/21 10:01
102,我真心喜欢《探访》。从题旨到细节都拿捏得很到位，“《探访》是一张典型的世情风俗画。画面表现的是客人探访主人，必须在门口止步，由仆人扬声通报，待主人允许后方可进入的一个过程。”把内核讲清了，笔墨有力度。,670,2025/4/27 3:43
147,对我而言，《赵公明燃灯道人》更像练习稿。“郯城地处鲁、苏交界处，交通闭塞，民风淳朴，民间信仰浓厚，神像类年画在当地最为常用，是郯城年画最重要的品类。与邻近年画产地—潍坊杨家埠、聊城东昌府和河南朱仙镇等的…”，却没呈现出应有的张弛与节奏，观感乏味。,4878,2024/1/11 7:56
55,《财源涌进》并不打动我。“此画采用窗格子嵌字的传统手法，将民间吉祥用语及民间吉祥图案结合装饰手法，以年画的形式表现出来，与春联配合，贴在门框上部起到对联横批作用。”信息堆砌却缺乏重点，画面显得平直，少了应有的力量。,3400,2025/8/16 20:35
60,老实说，《土地祠》有些失望。“画面为彩印，并以金粉装饰，中坐土地神，白脸长须，慈眉善目，披金色袍服；下左、右两侧有二神，鬼判官为土地神之助手。土地身后木窗屏饰以花纹格，背部两侧各有一瓶牡丹与…”讲得多但不深入，主题发散，视觉上也不够干净。,3917,2024/3/10 6:42
130,越品《井神》越有味。“云南大理甲马。”点出了关键，色形搭配和叙事节奏都很高级，令人心悦。,896,2024/6/21 4:46
72,我不太喜欢《护子门神》。虽然“分别贴在大门的左右两边，左边叫“门丞”，右边称“护尉”。以脸相对，二将军各自手持大刀，腰间佩剑站立，身后各站一童子。平阳民间有“门神门神守住家，大鬼小鬼都不怕。…”，但整体气韵偏弱，层次单一，缺少记忆点。,1980,2024/12/15 7:08
85,对我而言，《将帅门神》更像练习稿。“这是一幅同类门神的变体画。两将军造型不变，但手未见持有兵器，且面带笑容，更有趣的是各有一小兵卒藏于将军身后，使画面显得更为丰富。”，却没呈现出应有的张弛与节奏，观感乏味。,1042,2024/12/15 23:46
107,老实说，《反唐前本》有些失望。“戏出故事年画。”讲得多但不深入，主题发散，视觉上也不够干净。,3773,2025/3/23 6:33
56,对我而言，《方弼 方相》更像练习稿。“画面中二挺肚神将，左为方弼，右为方相。相传二人为商纣王的镇殿将军，有二将把守宫殿则妲己与鬼魅不得入内。后纣王将二将逐出，妲己得以祸乱朝廷。后来二将被民间尊为门神…”，却没呈现出应有的张弛与节奏，观感乏味。,4646,2024/4/12 8:55
61,我真心喜欢《张天师》。从题旨到细节都拿捏得很到位，“张天师为汉代张道陵后裔的封号，民间演变为镇邪妖之神。画面中张天师红脸、黑髯、三只眼，身着绿袍，袍上饰太极及八卦纹，骑虎，左手持宝剑，右手作法，使出“五雷火”以烧…”把内核讲清了，笔墨有力度。,3334,2025/4/4 18:35
129,越品《刀兵》越有味。“云南瑞丽甲马。”点出了关键，色形搭配和叙事节奏都很高级，令人心悦。,800,2024/6/13 22:58
47,越品《印金状元》越有味。“画上身着红、绿袍的状元，雕刻精细，人物衣冠以及装饰图案典雅、细致。在印出墨线后经手绘施彩，还需要复以胶水（不刷面部及手脚），印原版一次，随之洒金（或银）粉，再将…”点出了关键，色形搭配和叙事节奏都很高级，令人心悦。,3475,2025/5/17 20:30
86,《老鼠娶亲》题材不错，可惜执行一般。“此为鲁迅收藏的《楚南滩镇新刻老鼠娶亲前本》，左上角有“大生昌”字样，滩头大生昌作坊因20世纪50年代公私合营而停业。春节时各地均有老鼠嫁女的习俗和传说，有的谓老…”没有抓住核心，构图与色调都显得拖沓。,487,2025/1/9 11:19
29,老实说，《锺馗镇宅》有些失望。“锺馗是民间传说中的驱邪斩鬼之神，据说此一形象由唐代大画家吴道子创造。宋沈括《梦溪笔谈》中提及唐明皇在骊山梦见一小鬼偷窃贵妃之绣香囊及御用玉笛，被一身着蓝衫的大鬼…”讲得多但不深入，主题发散，视觉上也不够干净。,4973,2024/2/21 5:54
109,《色龙》太精彩了！不只故事立得住，“主要用于纸厝装饰及糊制各类灯座。此对龙纹造型匀整饱满，雕刻精巧细致，色彩绚丽华贵，姿态栩栩如生。”也体现出传统年画的雅趣与热烈，值得称道。,497,2025/3/1 3:04
26,《五子夺莲》并不打动我。““五子”寓多子、多男子，亦寓“教五子，名俱扬”。俗有“五子夺魁”之语，“魁”是大魁天下的意思，即中得状元。此图绘五个娃娃争夺莲蓬嬉戏之景，“夺莲”寓“贵子莲生”…”信息堆砌却缺乏重点，画面显得平直，少了应有的力量。,1986,2025/3/20 14:57
44,老实说，《满装武生》有些失望。“此武将，身着清代武官服饰，背弓、按剑、挺胸、昂头，姿态威武，造型夸张。绘制属“常行”类年画。”讲得多但不深入，主题发散，视觉上也不够干净。,3322,2024/4/13 15:53
88,《西湖借伞》充满张力与温度，“西湖借伞是滩头流传的一幅美女年画，从图中女子着装看，系清末民初时作品，其时曾兴起一阵“摩登美女”画。此图两两人物组合成对幅画面，仕女面容姣好，体态婀娜，打扮入时…”。题材老到却不老派，我给好评。,4892,2025/5/23 23:16
115,《华英月份牌》并不打动我。“月份牌是春牛图、农历图的新名称，此后城市中出版的月历，均沿用此名称。此图将民间流行的八仙、观音、福禄寿三星入画，取其祥瑞之意；并注明了礼拜日。”信息堆砌却缺乏重点，画面显得平直，少了应有的力量。,4523,2025/5/16 13:54
41,《镇宅神鹰》太精彩了！不只故事立得住，“一转项神鹰目光犀利，单腿立于山石之上，旁有牡丹花，因鹰为镇宅保平安之物，牡丹象征富贵，故此图寓意平安富贵。画面上方有敕令五雷及镇宅神印，体现神鹰的法力及功效。配…”也体现出传统年画的雅趣与热烈，值得称道。,4306,2024/10/25 21:14
87,《秦琼 尉迟恭》充满张力与温度，“此为单纸“托四”门神偏像。秦叔宝、尉迟恭顶盔贯甲外罩袍，腰插令旗，一手按剑，一手扬鞭锏，作戏曲中之亮相姿态，是武门神中另一样式。”。题材老到却不老派，我给好评。,4564,2024/1/8 1:31
142,《蛮家》并不打动我。“在泰伯奔吴前，江南吴地为荆蛮之地，其土著居民被称作“蛮子”。搜集于无锡郊县的“蛮家”纸马表现的正是吴地土著人的仓神与宅神的信仰，人首蛇身的构图反映了神话思维和图…”信息堆砌却缺乏重点，画面显得平直，少了应有的力量。,2236,2025/5/31 11:00
96,我不太喜欢《花园赠珠》。虽然“《珍珠塔》又称《明月珠》，全名《孝义真迹珍珠塔全传》，原为清代长篇弹词作品，作者不详，后经周殊士、马如飞等弹词艺人增益补充，流传颇广。故事情节为：孙方卿因家道中…”，但整体气韵偏弱，层次单一，缺少记忆点。,4373,2025/7/31 3:32
110,《神荼郁垒》太精彩了！不只故事立得住，“"道光十八年（1838年），周凯《厦门志》海关征收的“纸”类项下镌明：“门神纸画百张……例八厘。”得知此际两岸门神的行情。道光二十三年（1843年），台湾府城百…”也体现出传统年画的雅趣与热烈，值得称道。,4248,2024/11/30 19:49
28,对我而言，《鞭锏门神》更像练习稿。“中国古代早期门神为神荼、郁垒，但河南民间更为流行的是秦琼、尉迟恭的图像。二人原是唐朝大将开国元勋，为门神则源于神魔小说《西游记》中故事：唐太宗为泾河老龙鬼魂所扰…”，却没呈现出应有的张弛与节奏，观感乏味。,1702,2024/6/29 3:05
81,《榴开百子》并不打动我。“石榴多籽，晶莹可爱，用“榴开百子”比喻多生子女，还可能与“周文王喜生百子”的民间传说有关，强烈地反映旧时人们渴望“多子、多福、多寿”的传统观念。”信息堆砌却缺乏重点，画面显得平直，少了应有的力量。,1462,2024/7/16 2:24
147,《赵公明燃灯道人》充满张力与温度，“郯城地处鲁、苏交界处，交通闭塞，民风淳朴，民间信仰浓厚，神像类年画在当地最为常用，是郯城年画最重要的品类。与邻近年画产地—潍坊杨家埠、聊城东昌府和河南朱仙镇等的…”。题材老到却不老派，我给好评。,1904,2025/3/28 20:45
24,越品《三代诰封》越有味。“诰封或敕封是明清两朝皇帝对官员及其先代和妻室授予封典的制度，民间也称之为“圣旨 ”。一品至五品官员以“诰命”授予，称为诰封。图中娃娃抬多卷“诰封”，“三代诰封”…”点出了关键，色形搭配和叙事节奏都很高级，令人心悦。,528,2025/6/3 3:40
112,《四瑞兽》题材不错，可惜执行一般。“以黑纸印制的功德纸年画是漳州木版年画所独有，主要在道教法事活动中使用，道士行法时将此画折叠后供奉在香案上，法事完成后烧掉或张贴于寺庙墙上。画中为虎、豹、象、狮四…”没有抓住核心，构图与色调都显得拖沓。,3698,2024/3/8 13:10
30,对我而言，《馗头》更像练习稿。“此幅锺馗仅表现头部，然更予人以鲜明的印象。锺馗戴判官翅纱帽，紫面獠牙虬须，狰狞威猛，一手执笔，另一手拿卷轴，上写“新年大吉”四字。此系供门楼上端或大门内迎面影壁…”，却没呈现出应有的张弛与节奏，观感乏味。,1710,2025/2/12 18:29
10,我真心喜欢《对美人》。从题旨到细节都拿捏得很到位，“对美人  A Pair of Beauties        130X63cm  民国  扑灰  跳龙门乡土艺术博物馆藏  Period: The Republ…”把内核讲清了，笔墨有力度。,3173,2025/6/1 3:24
53,《独占花魁》太精彩了！不只故事立得住，“卖油郎秦重终年辛苦，积银二百两，至妓院求会花魁，适逢花魁大醉，不省人事，卖油郎伺奉通宵，花魁酒醒，颇为感动，遂以身相许。这是“恒泰正”早期戏文年画作品”也体现出传统年画的雅趣与热烈，值得称道。,3088,2025/1/29 11:30
49,《正像门神》让我眼前一亮：构图完整、意境饱满。这段介绍“此幅正像与五子登科相同，只是门神一手抱玉斧。下边的五子除“麒麟送子”童子外，其余四童子手中之物略与其它有别：或举珊瑚，或捧石榴，象征多子；或举如意，或戴紫金盔，…”恰好映衬了主题，越看越耐品。,114,2024/7/23 7:49
25,对我而言，《文明戏》更像练习稿。“文明戏即新剧，为中国话剧的前身，十九世纪末由西方传入我国，繁荣于二十世纪初的十几年间，二十年代后趋于没落。图中人物有新有旧，道具也极为简单。”，却没呈现出应有的张弛与节奏，观感乏味。,3366,2024/12/23 18:02
44,《满装武生》太精彩了！不只故事立得住，“此武将，身着清代武官服饰，背弓、按剑、挺胸、昂头，姿态威武，造型夸张。绘制属“常行”类年画。”也体现出传统年画的雅趣与热烈，值得称道。,1957,2025/5/27 1:58
54,《春花富贵》并不打动我。“它是梁平花笺常用的一种题材，它由民间杂宝吉祥物组成画面，用谐音、隐喻、象征手法来表达吉祥如意的美好祝愿。”信息堆砌却缺乏重点，画面显得平直，少了应有的力量。,4511,2024/10/30 20:41
111,《狮头衔剑》题材不错，可惜执行一般。“此幅《狮头衔剑》印制于上世纪70年代，用漳州“多文斋”老版印制。画中线条细致生动，狮子怒目圆睁，表情威猛，神采奕奕。漳州“多文斋”相传创立于明代，故此画十分珍贵…”没有抓住核心，构图与色调都显得拖沓。,598,2024/11/14 12:22
87,《秦琼 尉迟恭》让我眼前一亮：构图完整、意境饱满。这段介绍“此为单纸“托四”门神偏像。秦叔宝、尉迟恭顶盔贯甲外罩袍，腰插令旗，一手按剑，一手扬鞭锏，作戏曲中之亮相姿态，是武门神中另一样式。”恰好映衬了主题，越看越耐品。,4310,2024/2/26 19:04
141,《发冷姑婆》充满张力与温度，“祛病驱邪之纸马。”。题材老到却不老派，我给好评。,1534,2024/12/5 4:45
21,对我而言，《莲年有余》更像练习稿。“莲(连)年有余是杨柳青年画代表作。图中的娃姓手持莲花，怀抱金鱼，憨态可掬，身旁红荷盛开，下有碧叶相托。整幅画面构图饱满，形象生动。有莲有鱼，谐音寓意连年有余，表…”，却没呈现出应有的张弛与节奏，观感乏味。,1934,2024/4/20 2:41
38,对我而言，《李白醉酒》更像练习稿。“李白（701-762年），号青莲居士。唐代著名诗人。四十二岁时被唐玄宗召见进京，做翰林供奉。嗜酒成癖，常以酒助诗兴。而农家画师笔下的李白，体现的是农家情趣。此画…”，却没呈现出应有的张弛与节奏，观感乏味。,4818,2024/1/27 5:04
57,《谷雨鸡贴画》太精彩了！不只故事立得住，“画面为一只彩色大公鸡，嘴咬蝎子，鸡尾上下衬以牡丹花，上有题款：“谷雨日，谷雨晨，奏请谷雨大将军。化三盏，酒四尊，送蝎二里化灰尘。”这幅鸡贴画构图饱满，色彩艳丽，…”也体现出传统年画的雅趣与热烈，值得称道。,3686,2025/6/6 8:00
58,对我而言，《虎猴相争》更像练习稿。“图中虎象征王，猴谐音侯，寓意官禄最高的王侯；老虎占福地，腹下生财宝。这是一幅象征官运和财富的年画，多贴于读书人或当时为官者的家中。”，却没呈现出应有的张弛与节奏，观感乏味。,4278,2024/1/2 4:25
39,越品《美人图》越有味。“所绘六个美女由三出戏的三对小姐、丫环组成。此三出戏为：《刘无双赠珠》。王相柯去赴考场，其妻刘无双以珠宝相赠，勉励他科举得中。《青云下书》。书生赵序与王贵艳定亲，…”点出了关键，色形搭配和叙事节奏都很高级，令人心悦。,3024,2025/6/19 2:18
99,《接引念佛善人往生西方》让我眼前一亮：构图完整、意境饱满。这段介绍“此画是佛山民间用以供奉观音菩萨的木版画之一，劝喻人们每天拜佛念经。画面中的航船搭载一批念佛善人，前往西方的极乐世界，船头横批写着“般若慈航”，对联写有“天堂路上…”恰好映衬了主题，越看越耐品。,1895,2024/11/7 17:34
50,《扬鞭门神》让我眼前一亮：构图完整、意境饱满。这段介绍“同一对门神，一个红脸，佛青袍，另一个白脸，煮红袍；秦叔宝持锏，尉迟恭执鞭；智慧的秦叔宝采用山羊胡，鲁莽的尉迟恭采用络腮胡。疏密对比，富有节奏韵律。”恰好映衬了主题，越看越耐品。,2671,2024/5/17 18:56
