id,painting_id,content,user_id,create_time
2722,127,我真心喜欢《祖师》。从题旨到细节都拿捏得很到位，“此为画版。画面为头戴山型冠和狰狞面具的人物形象。下方有香炉。”把内核讲清了，笔墨有力度。,4182,2024/6/14 14:47
2723,78,我真心喜欢《八仙图》。从题旨到细节都拿捏得很到位，“民居窗顶也作向上倾斜状，如悬挂匾额样。窗顶年画内容比较丰富，神仙人物、四季花鸟、戏剧故事、福禄寿喜等，皆为常见的题材，此为老年人喜爱的八仙图案。”把内核讲清了，笔墨有力度。,590,2024/12/1 9:22
2724,36,《和合二仙》充满张力与温度，“取“和谐合好”之意，象征男女相爱，被称为中国的爱神。古代春分上巳为“春社”，进行求子活动，适龄男女自行择偶，“于是时焉，奔者不禁”。此俗源于遥远的乱婚时代，两性…”。题材老到却不老派，我给好评。,4962,2025/2/10 6:03
2725,80,我不太喜欢《家堂（局部）》。虽然“以前大户人家都有家谱，并以家谱分支建立家堂，由家族长辈管理，每逢除夕，合族致祭迎请祖先亡灵。家堂又称“轴子”，画图一般分两层，上层为祖先灵位，下层为宅户大门和前…”，但整体气韵偏弱，层次单一，缺少记忆点。,471,2025/4/9 5:55
2726,145,《身寒姑婆》充满张力与温度，“祈求身体康宁之纸马。”。题材老到却不老派，我给好评。,246,2024/6/2 0:36
2727,70,老实说，《避邪麒麟》有些失望。“麒麟是古代神话传说中的吉祥仁兽，与龙、龟、凤并称四灵。传说哪里有麒麟，哪里就安宁吉祥，故以为镇邪之兽。”讲得多但不深入，主题发散，视觉上也不够干净。,4005,2024/12/13 18:09
2728,16,我真心喜欢《渭水河》。从题旨到细节都拿捏得很到位，“渭水河  Weishui River  清代?门画  跳龙门艺术博物馆藏”把内核讲清了，笔墨有力度。,231,2025/5/14 9:01
2729,108,《反唐后本》并不打动我。“戏出故事年画。”信息堆砌却缺乏重点，画面显得平直，少了应有的力量。,3137,2024/9/3 1:10
2730,28,对我而言，《鞭锏门神》更像练习稿。“中国古代早期门神为神荼、郁垒，但河南民间更为流行的是秦琼、尉迟恭的图像。二人原是唐朝大将开国元勋，为门神则源于神魔小说《西游记》中故事：唐太宗为泾河老龙鬼魂所扰…”，却没呈现出应有的张弛与节奏，观感乏味。,1669,2025/1/11 16:24
2731,93,《尉迟恭 秦琼（对）》题材不错，可惜执行一般。“魏晋佛教传入后，金刚力士也成为门神。唐代开始，皇帝将民间驱鬼的钟馗画像作为新年礼物赐给大臣，用于门上悬挂驱鬼。吴道子创作的“钟馗样”成为五代众多画家年终竞相模仿…”没有抓住核心，构图与色调都显得拖沓。,3515,2024/5/21 5:44
2732,144,对我而言，《三朝姑婆》更像练习稿。“姑婆是岭南民间传说中专门保护儿童的民间俗神，女性。与金花娘娘属同一类。”，却没呈现出应有的张弛与节奏，观感乏味。,4711,2024/9/30 4:03
2733,156,我真心喜欢《随朝窈窕呈倾国之芳容》。从题旨到细节都拿捏得很到位，“现存最早的中国年画之一，为金代印刷业中心平阳（今临汾）印造。图中绘古代四位美人，自左至右为班姬、赵飞燕、王昭君、绿珠。班姬是汉成帝的妃子；赵飞燕是汉成帝的宠妃；…”把内核讲清了，笔墨有力度。,4818,2024/7/28 14:16
2734,1,对我而言，《一品当朝》更像练习稿。“一品当朝  A First-Rank Court Official        137X82cm  清代?乾隆  手绘  杨柳青  跳龙门乡土艺术博物馆  P…”，却没呈现出应有的张弛与节奏，观感乏味。,2151,2024/12/28 20:03
2735,156,《随朝窈窕呈倾国之芳容》让我眼前一亮：构图完整、意境饱满。这段介绍“现存最早的中国年画之一，为金代印刷业中心平阳（今临汾）印造。图中绘古代四位美人，自左至右为班姬、赵飞燕、王昭君、绿珠。班姬是汉成帝的妃子；赵飞燕是汉成帝的宠妃；…”恰好映衬了主题，越看越耐品。,672,2025/8/24 19:08
2736,125,我不太喜欢《土神》。虽然“画面为头戴尖角帽、颊生双手、身体为沟壑状、留须的人物形象。”，但整体气韵偏弱，层次单一，缺少记忆点。,4622,2024/11/9 23:13
2737,97,《荡湖船》并不打动我。“《荡湖船》是清光绪年间的滩簧，流传到北方，也有改编成京剧和梆子的。剧情是乡下老财“天明亮”，一日郊游见船娘荡湖船十分艳羡。有骗子二人借其望远镜，“天明亮”只顾望…”信息堆砌却缺乏重点，画面显得平直，少了应有的力量。,904,2024/4/5 9:22
2738,87,对我而言，《秦琼 尉迟恭》更像练习稿。“此为单纸“托四”门神偏像。秦叔宝、尉迟恭顶盔贯甲外罩袍，腰插令旗，一手按剑，一手扬鞭锏，作戏曲中之亮相姿态，是武门神中另一样式。”，却没呈现出应有的张弛与节奏，观感乏味。,4986,2025/5/11 11:20
2739,29,《锺馗镇宅》并不打动我。“锺馗是民间传说中的驱邪斩鬼之神，据说此一形象由唐代大画家吴道子创造。宋沈括《梦溪笔谈》中提及唐明皇在骊山梦见一小鬼偷窃贵妃之绣香囊及御用玉笛，被一身着蓝衫的大鬼…”信息堆砌却缺乏重点，画面显得平直，少了应有的力量。,4814,2025/4/15 21:11
2740,138,《田祖（局部）》题材不错，可惜执行一般。“田祖即炎帝神农氏，是农耕生活最重要的神。史传神农氏发明耒耜，教民稼穑，开启农业。故被后世奉为农神田祖。新年是一年之始，辄必悬挂田祖神像，设供礼拜，祀求农耕顺利，…”没有抓住核心，构图与色调都显得拖沓。,1221,2025/4/20 15:49
2741,39,《美人图》充满张力与温度，“所绘六个美女由三出戏的三对小姐、丫环组成。此三出戏为：《刘无双赠珠》。王相柯去赴考场，其妻刘无双以珠宝相赠，勉励他科举得中。《青云下书》。书生赵序与王贵艳定亲，…”。题材老到却不老派，我给好评。,2825,2024/12/3 3:28
2742,155,对我而言，《麒麟送子生福地》更像练习稿。“麒麟送子是民间祈子的传统风俗，其典故见前图。画中还有摇钱树和四方进宝，表示富贵满堂”，却没呈现出应有的张弛与节奏，观感乏味。,2107,2024/11/15 6:53
2743,39,对我而言，《美人图》更像练习稿。“所绘六个美女由三出戏的三对小姐、丫环组成。此三出戏为：《刘无双赠珠》。王相柯去赴考场，其妻刘无双以珠宝相赠，勉励他科举得中。《青云下书》。书生赵序与王贵艳定亲，…”，却没呈现出应有的张弛与节奏，观感乏味。,1263,2025/8/25 5:23
2744,124,《女仙》充满张力与温度，“画面为头插雉鸡翎、着盛装的女子形象，两边有规则小墨块装饰。”。题材老到却不老派，我给好评。,3439,2025/8/12 22:13
2745,164,越品《郑州庙 拿谢虎》越有味。“《四续施公案》第五至九回的故事。京剧中有《郑州庙》、《拿谢虎》、《茂州庙》、《一枝桃》等剧目。河北郑州的寡妇赵氏去娘娘庙烧香时被一枝桃谢虎所劫。谢虎逼婚，赵氏不…”点出了关键，色形搭配和叙事节奏都很高级，令人心悦。,599,2024/6/4 12:27
2746,155,我不太喜欢《麒麟送子生福地》。虽然“麒麟送子是民间祈子的传统风俗，其典故见前图。画中还有摇钱树和四方进宝，表示富贵满堂”，但整体气韵偏弱，层次单一，缺少记忆点。,3081,2025/5/15 7:16
2747,90,我真心喜欢《元始安镇天尊》。从题旨到细节都拿捏得很到位，“元始天尊为道教最高神，列居三清之首，民间亦多信仰。此纸马并未出现天尊形象，仅于上部印出八卦图，中部有“青龙巍巍，白虎锵锵。朱雀赫赫，玄武堂堂。冤家解散，盗贼潜藏…”把内核讲清了，笔墨有力度。,199,2025/3/19 3:41
2748,160,对我而言，《关羽像》更像练习稿。“《关羽像》与写有日本嘉永6年（1853年）年号的题跋装裱在一起。题跋为清朝僧侣赠印章于友人时所作，作者为罗溪沙门慈本。“罗溪”意思不明。现浙江省温州市永嘉县有村…”，却没呈现出应有的张弛与节奏，观感乏味。,95,2025/8/30 16:12
2749,64,对我而言，《钟馗门神》更像练习稿。“一骑灵兽持剑，一骑仙鹿持睚眦板斧佩剑，很少见。以墨线为底，套以黄、红、蓝三色块，尤显大方明快。空白处以方胜珠宝填之，取意为镇祟降福。”，却没呈现出应有的张弛与节奏，观感乏味。,2422,2025/7/5 21:36
2750,58,我真心喜欢《虎猴相争》。从题旨到细节都拿捏得很到位，“图中虎象征王，猴谐音侯，寓意官禄最高的王侯；老虎占福地，腹下生财宝。这是一幅象征官运和财富的年画，多贴于读书人或当时为官者的家中。”把内核讲清了，笔墨有力度。,2494,2025/3/4 15:01
2751,52,《双锁山》让我眼前一亮：构图完整、意境饱满。这段介绍““双锁山”出于《三下南唐演义》。描写宋初赵匡胤与元帅高怀德征南唐，被妖道余洪困在寿州。高怀德之子俊保闻报，离朝救驾，路过双锁山，见山寨女英雄刘金定刻写诗句在山石…”恰好映衬了主题，越看越耐品。,3294,2024/7/13 19:44
2752,93,《尉迟恭 秦琼（对）》题材不错，可惜执行一般。“魏晋佛教传入后，金刚力士也成为门神。唐代开始，皇帝将民间驱鬼的钟馗画像作为新年礼物赐给大臣，用于门上悬挂驱鬼。吴道子创作的“钟馗样”成为五代众多画家年终竞相模仿…”没有抓住核心，构图与色调都显得拖沓。,4068,2025/3/5 20:43
2753,91,《美人秋千图》充满张力与温度，“此为清代雍正、乾隆年间“姑苏版”作品。“姑苏版”的特征为尺幅大，墨色分深浅二版，有些再加手工敷彩，采用西洋透视法，并仿西方铜版画细密排线的运用，晕染阴影，以城市…”。题材老到却不老派，我给好评。,1624,2025/1/24 16:55
2754,141,《发冷姑婆》并不打动我。“祛病驱邪之纸马。”信息堆砌却缺乏重点，画面显得平直，少了应有的力量。,4195,2025/2/1 16:45
2755,111,我真心喜欢《狮头衔剑》。从题旨到细节都拿捏得很到位，“此幅《狮头衔剑》印制于上世纪70年代，用漳州“多文斋”老版印制。画中线条细致生动，狮子怒目圆睁，表情威猛，神采奕奕。漳州“多文斋”相传创立于明代，故此画十分珍贵…”把内核讲清了，笔墨有力度。,1105,2024/7/22 3:48
2756,111,《狮头衔剑》太精彩了！不只故事立得住，“此幅《狮头衔剑》印制于上世纪70年代，用漳州“多文斋”老版印制。画中线条细致生动，狮子怒目圆睁，表情威猛，神采奕奕。漳州“多文斋”相传创立于明代，故此画十分珍贵…”也体现出传统年画的雅趣与热烈，值得称道。,4650,2025/9/1 7:09
2757,65,我真心喜欢《赵云抱太子》。从题旨到细节都拿捏得很到位，“又名“赵云抱阿斗”。三国时，刘备失利败逃，与夫人失散，赵云单枪匹马抱回了太子。画面中，赵云手持长枪，扎靠旗，披盔甲，骑战马胜利归回。”把内核讲清了，笔墨有力度。,810,2025/2/21 12:19
2758,49,《正像门神》太精彩了！不只故事立得住，“此幅正像与五子登科相同，只是门神一手抱玉斧。下边的五子除“麒麟送子”童子外，其余四童子手中之物略与其它有别：或举珊瑚，或捧石榴，象征多子；或举如意，或戴紫金盔，…”也体现出传统年画的雅趣与热烈，值得称道。,2836,2024/11/20 9:54
2759,98,我不太喜欢《贵人指引》。虽然“祈福祭神，遇危难或病痛之事求神，皆为平民百姓精神上的自我安慰，因而民间印制一些如“贵人禄马”、“贵人指引”等纸马，供百姓祈福求神焚化之用。”，但整体气韵偏弱，层次单一，缺少记忆点。,4014,2024/4/6 15:55
2760,60,越品《土地祠》越有味。“画面为彩印，并以金粉装饰，中坐土地神，白脸长须，慈眉善目，披金色袍服；下左、右两侧有二神，鬼判官为土地神之助手。土地身后木窗屏饰以花纹格，背部两侧各有一瓶牡丹与…”点出了关键，色形搭配和叙事节奏都很高级，令人心悦。,871,2025/1/25 21:55
2761,61,老实说，《张天师》有些失望。“张天师为汉代张道陵后裔的封号，民间演变为镇邪妖之神。画面中张天师红脸、黑髯、三只眼，身着绿袍，袍上饰太极及八卦纹，骑虎，左手持宝剑，右手作法，使出“五雷火”以烧…”讲得多但不深入，主题发散，视觉上也不够干净。,3374,2025/7/22 22:58
2762,71,越品《玉虎坠》越有味。“又名《收乾郎》。新莽时代，豪杰冯彦继母与带子贺吉卷谋图冯家产业，诬告冯彦杀人，使冯坐监，又拆冯彦夫妻情分，冯氏与儿子乾郎暂居慈云庵，与庵中难女王娟娟结为夫妻。”点出了关键，色形搭配和叙事节奏都很高级，令人心悦。,3027,2024/10/2 10:37
2763,38,《李白醉酒》让我眼前一亮：构图完整、意境饱满。这段介绍“李白（701-762年），号青莲居士。唐代著名诗人。四十二岁时被唐玄宗召见进京，做翰林供奉。嗜酒成癖，常以酒助诗兴。而农家画师笔下的李白，体现的是农家情趣。此画…”恰好映衬了主题，越看越耐品。,1518,2024/3/11 17:55
2764,139,《朱砂判》让我眼前一亮：构图完整、意境饱满。这段介绍“驱邪降魔之神。颇受民间崇敬。传说唐明皇患重病，梦中见鬼惊扰，此时忽来一人，尽吃小鬼而去。这人自称“终南进士钟馗”。明皇醒来，霍然痊愈，遂命吴道子画钟馗像悬于后宰…”恰好映衬了主题，越看越耐品。,2843,2025/7/8 2:33
2765,129,《刀兵》充满张力与温度，“云南瑞丽甲马。”。题材老到却不老派，我给好评。,1713,2025/3/27 0:13
2766,8,《寒塘芦雁》让我眼前一亮：构图完整、意境饱满。这段介绍“寒塘芦雁  The Wide Goose in the Cold Ditch Reed Pond        45X56cm  清代  半印半绘  跳龙门乡土…”恰好映衬了主题，越看越耐品。,828,2025/8/4 6:54
2767,103,我不太喜欢《同安宝符》。虽然“图中刻有常人难以识别的字符和“同安”二字，左右分刻八仙，上绘双龙和金蟾，下刻石榴仙果等象征祥瑞宝物，是过去佛山、南海一带新年时，人们祈求福寿平安的宝符。”，但整体气韵偏弱，层次单一，缺少记忆点。,3091,2024/2/19 3:13
2768,156,《随朝窈窕呈倾国之芳容》太精彩了！不只故事立得住，“现存最早的中国年画之一，为金代印刷业中心平阳（今临汾）印造。图中绘古代四位美人，自左至右为班姬、赵飞燕、王昭君、绿珠。班姬是汉成帝的妃子；赵飞燕是汉成帝的宠妃；…”也体现出传统年画的雅趣与热烈，值得称道。,4261,2024/3/4 19:14
2769,54,《春花富贵》太精彩了！不只故事立得住，“它是梁平花笺常用的一种题材，它由民间杂宝吉祥物组成画面，用谐音、隐喻、象征手法来表达吉祥如意的美好祝愿。”也体现出传统年画的雅趣与热烈，值得称道。,1721,2024/2/11 19:12
2770,12,《龙风阁》让我眼前一亮：构图完整、意境饱满。这段介绍“龙风阁  Long Feng Ge  清代?门画  跳龙门艺术博物馆藏”恰好映衬了主题，越看越耐品。,3115,2025/6/21 20:38
2771,73,《连生贵子》太精彩了！不只故事立得住，“在平阳木版年画中，许多民间艺人采用隐喻语言和手法，把难以启齿的话题用美好的形象语言巧妙地表现出来。如莲花，即荷花，用以表现女性之美，或就是喻女性；莲花上的儿童手…”也体现出传统年画的雅趣与热烈，值得称道。,1307,2024/7/20 2:19
2772,30,我真心喜欢《馗头》。从题旨到细节都拿捏得很到位，“此幅锺馗仅表现头部，然更予人以鲜明的印象。锺馗戴判官翅纱帽，紫面獠牙虬须，狰狞威猛，一手执笔，另一手拿卷轴，上写“新年大吉”四字。此系供门楼上端或大门内迎面影壁…”把内核讲清了，笔墨有力度。,1428,2024/10/23 14:45
2773,104,越品《舞金龙》越有味。“《舞金龙》画面表现的是佛山民间民俗活动“出秋景”（佛山秋色）中舞龙的情景。其实这是木版年画作坊用大幅年画剪裁下来的边角料印制的为“走马灯”（佛山灯色之一种）预备…”点出了关键，色形搭配和叙事节奏都很高级，令人心悦。,1506,2025/8/16 19:07
2774,103,《同安宝符》并不打动我。“图中刻有常人难以识别的字符和“同安”二字，左右分刻八仙，上绘双龙和金蟾，下刻石榴仙果等象征祥瑞宝物，是过去佛山、南海一带新年时，人们祈求福寿平安的宝符。”信息堆砌却缺乏重点，画面显得平直，少了应有的力量。,2322,2024/12/10 20:59
2775,117,老实说，《万年家庆》有些失望。“以万年青寓意子孙延续、万年家庆。”讲得多但不深入，主题发散，视觉上也不够干净。,2009,2025/3/10 18:58
2776,53,老实说，《独占花魁》有些失望。“卖油郎秦重终年辛苦，积银二百两，至妓院求会花魁，适逢花魁大醉，不省人事，卖油郎伺奉通宵，花魁酒醒，颇为感动，遂以身相许。这是“恒泰正”早期戏文年画作品”讲得多但不深入，主题发散，视觉上也不够干净。,624,2024/3/26 20:21
2777,95,《忠义堂》太精彩了！不只故事立得住，“故事取材于《水浒传》：忠义堂是北宋末年以“及时雨”宋江为首的梁山泊好汉结拜聚义的大堂。图中角色都是晚清京剧行头。”也体现出传统年画的雅趣与热烈，值得称道。,2308,2025/8/9 2:24
2778,156,对我而言，《随朝窈窕呈倾国之芳容》更像练习稿。“现存最早的中国年画之一，为金代印刷业中心平阳（今临汾）印造。图中绘古代四位美人，自左至右为班姬、赵飞燕、王昭君、绿珠。班姬是汉成帝的妃子；赵飞燕是汉成帝的宠妃；…”，却没呈现出应有的张弛与节奏，观感乏味。,4108,2025/8/9 3:56
2779,56,《方弼 方相》题材不错，可惜执行一般。“画面中二挺肚神将，左为方弼，右为方相。相传二人为商纣王的镇殿将军，有二将把守宫殿则妲己与鬼魅不得入内。后纣王将二将逐出，妲己得以祸乱朝廷。后来二将被民间尊为门神…”没有抓住核心，构图与色调都显得拖沓。,1592,2024/11/11 7:32
2780,139,《朱砂判》并不打动我。“驱邪降魔之神。颇受民间崇敬。传说唐明皇患重病，梦中见鬼惊扰，此时忽来一人，尽吃小鬼而去。这人自称“终南进士钟馗”。明皇醒来，霍然痊愈，遂命吴道子画钟馗像悬于后宰…”信息堆砌却缺乏重点，画面显得平直，少了应有的力量。,1339,2025/6/28 15:26
2781,22,对我而言，《弄璋如意》更像练习稿。“《诗经·小雅·斯干》：“乃生男子，载寝之床，载衣之裳，载弄之璋……乃生女子，载寝之地，载衣之裼，载弄之瓦。”璋是好的玉石，瓦是纺车上的零件。男孩弄璋、女孩弄瓦，…”，却没呈现出应有的张弛与节奏，观感乏味。,1079,2024/5/5 11:22
2782,110,"《神荼郁垒》让我眼前一亮：构图完整、意境饱满。这段介绍“""道光十八年（1838年），周凯《厦门志》海关征收的“纸”类项下镌明：“门神纸画百张……例八厘。”得知此际两岸门神的行情。道光二十三年（1843年），台湾府城百…”恰好映衬了主题，越看越耐品。",4666,2024/4/12 20:29
2783,78,《八仙图》充满张力与温度，“民居窗顶也作向上倾斜状，如悬挂匾额样。窗顶年画内容比较丰富，神仙人物、四季花鸟、戏剧故事、福禄寿喜等，皆为常见的题材，此为老年人喜爱的八仙图案。”。题材老到却不老派，我给好评。,1115,2024/8/3 9:31
2784,117,《万年家庆》太精彩了！不只故事立得住，“以万年青寓意子孙延续、万年家庆。”也体现出传统年画的雅趣与热烈，值得称道。,1065,2024/6/19 18:06
2785,16,我真心喜欢《渭水河》。从题旨到细节都拿捏得很到位，“渭水河  Weishui River  清代?门画  跳龙门艺术博物馆藏”把内核讲清了，笔墨有力度。,2021,2024/1/27 13:59
2786,127,《祖师》题材不错，可惜执行一般。“此为画版。画面为头戴山型冠和狰狞面具的人物形象。下方有香炉。”没有抓住核心，构图与色调都显得拖沓。,3676,2024/5/13 6:53
2787,54,《春花富贵》让我眼前一亮：构图完整、意境饱满。这段介绍“它是梁平花笺常用的一种题材，它由民间杂宝吉祥物组成画面，用谐音、隐喻、象征手法来表达吉祥如意的美好祝愿。”恰好映衬了主题，越看越耐品。,414,2025/3/4 7:48
2788,8,越品《寒塘芦雁》越有味。“寒塘芦雁  The Wide Goose in the Cold Ditch Reed Pond        45X56cm  清代  半印半绘  跳龙门乡土…”点出了关键，色形搭配和叙事节奏都很高级，令人心悦。,543,2024/2/13 19:24
2789,4,对我而言，《麟吐玉书》更像练习稿。“麟吐玉书  A Jade Book in Qi Lin's Mouth        37X62cm  清代  半印半绘  杨柳青  跳龙门乡土艺术博物馆  P…”，却没呈现出应有的张弛与节奏，观感乏味。,4793,2024/7/20 3:47
2790,76,《善火福水》题材不错，可惜执行一般。“套印，过年祭祀亲人时用的吉祥物，属平阳木版年画中罕见珍品。”没有抓住核心，构图与色调都显得拖沓。,1978,2024/4/18 12:12
2791,103,《同安宝符》充满张力与温度，“图中刻有常人难以识别的字符和“同安”二字，左右分刻八仙，上绘双龙和金蟾，下刻石榴仙果等象征祥瑞宝物，是过去佛山、南海一带新年时，人们祈求福寿平安的宝符。”。题材老到却不老派，我给好评。,4639,2024/10/7 10:29
2792,139,《朱砂判》题材不错，可惜执行一般。“驱邪降魔之神。颇受民间崇敬。传说唐明皇患重病，梦中见鬼惊扰，此时忽来一人，尽吃小鬼而去。这人自称“终南进士钟馗”。明皇醒来，霍然痊愈，遂命吴道子画钟馗像悬于后宰…”没有抓住核心，构图与色调都显得拖沓。,2106,2025/6/8 1:46
2793,68,我不太喜欢《双美人图》。虽然“二妇人端坐，少者（着红衣）手持鸡冠花，望着一手抱雄鸡一手持菊花，正要出去玩耍的孩子；长者正在打手势循循善诱地教诲孩子。雄鸡有五德，即文、武、勇、仁、信：头顶红冠…”，但整体气韵偏弱，层次单一，缺少记忆点。,2509,2024/11/12 16:05
2794,129,我不太喜欢《刀兵》。虽然“云南瑞丽甲马。”，但整体气韵偏弱，层次单一，缺少记忆点。,4218,2024/4/2 12:22
2795,105,老实说，《赵公元帅》有些失望。“据《三教源流搜神大全》称，“赵公元帅”原姓赵名朗，能“至如讼冤伸抑……无不如意”。后来被封为“龙虎玄坛真君”，统率招宝、纳珍、招财、利市四神，成了地位最高的招财…”讲得多但不深入，主题发散，视觉上也不够干净。,2742,2025/6/10 4:55
2796,105,对我而言，《赵公元帅》更像练习稿。“据《三教源流搜神大全》称，“赵公元帅”原姓赵名朗，能“至如讼冤伸抑……无不如意”。后来被封为“龙虎玄坛真君”，统率招宝、纳珍、招财、利市四神，成了地位最高的招财…”，却没呈现出应有的张弛与节奏，观感乏味。,705,2024/11/2 8:54
2797,4,我真心喜欢《麟吐玉书》。从题旨到细节都拿捏得很到位，“麟吐玉书  A Jade Book in Qi Lin's Mouth        37X62cm  清代  半印半绘  杨柳青  跳龙门乡土艺术博物馆  P…”把内核讲清了，笔墨有力度。,187,2025/7/6 2:59
2798,109,《色龙》并不打动我。“主要用于纸厝装饰及糊制各类灯座。此对龙纹造型匀整饱满，雕刻精巧细致，色彩绚丽华贵，姿态栩栩如生。”信息堆砌却缺乏重点，画面显得平直，少了应有的力量。,502,2025/1/16 18:02
2799,118,我不太喜欢《中国山东烟公司广告》。虽然“图中美满幸福的一家，具有亲切感。”，但整体气韵偏弱，层次单一，缺少记忆点。,1838,2024/1/1 8:58
2800,112,老实说，《四瑞兽》有些失望。“以黑纸印制的功德纸年画是漳州木版年画所独有，主要在道教法事活动中使用，道士行法时将此画折叠后供奉在香案上，法事完成后烧掉或张贴于寺庙墙上。画中为虎、豹、象、狮四…”讲得多但不深入，主题发散，视觉上也不够干净。,4893,2024/10/29 3:44
2801,130,《井神》并不打动我。“云南大理甲马。”信息堆砌却缺乏重点，画面显得平直，少了应有的力量。,3005,2025/7/21 20:39
2802,122,老实说，《火帝真君》有些失望。“画面为红脸、三只眼、手持金锏、满脸胡须的人物形象，头部有火环，童子侧立两旁。”讲得多但不深入，主题发散，视觉上也不够干净。,1482,2024/8/19 2:36
2803,9,《三字经九九图》题材不错，可惜执行一般。“三字经九九图  Three-character Scripture with Nine-nine Pictures        63X110cm  清代  半…”没有抓住核心，构图与色调都显得拖沓。,1488,2024/8/12 12:53
2804,19,越品《门神（秦琼、尉迟恭）》越有味。“此门神堆金沥粉，有祥云勾花背景。”点出了关键，色形搭配和叙事节奏都很高级，令人心悦。,1697,2024/10/6 12:47
2805,97,老实说，《荡湖船》有些失望。“《荡湖船》是清光绪年间的滩簧，流传到北方，也有改编成京剧和梆子的。剧情是乡下老财“天明亮”，一日郊游见船娘荡湖船十分艳羡。有骗子二人借其望远镜，“天明亮”只顾望…”讲得多但不深入，主题发散，视觉上也不够干净。,3053,2024/1/5 14:07
2806,128,老实说，《赤子三爷》有些失望。“云南洱源甲马。”讲得多但不深入，主题发散，视觉上也不够干净。,2453,2025/1/12 11:36
2807,135,《布质祖宗轴》并不打动我。“此图为布质手绘清代作品。“祖宗轴”在当地又称为“名裔”。”信息堆砌却缺乏重点，画面显得平直，少了应有的力量。,4264,2025/5/7 19:27
2808,92,我真心喜欢《弄花香满衣》。从题旨到细节都拿捏得很到位，“此为清代中期作品。”把内核讲清了，笔墨有力度。,3114,2025/6/21 10:31
2809,125,《土神》并不打动我。“画面为头戴尖角帽、颊生双手、身体为沟壑状、留须的人物形象。”信息堆砌却缺乏重点，画面显得平直，少了应有的力量。,2454,2024/1/2 22:52
2810,22,老实说，《弄璋如意》有些失望。“《诗经·小雅·斯干》：“乃生男子，载寝之床，载衣之裳，载弄之璋……乃生女子，载寝之地，载衣之裼，载弄之瓦。”璋是好的玉石，瓦是纺车上的零件。男孩弄璋、女孩弄瓦，…”讲得多但不深入，主题发散，视觉上也不够干净。,3427,2024/1/2 16:34
2811,81,《榴开百子》让我眼前一亮：构图完整、意境饱满。这段介绍“石榴多籽，晶莹可爱，用“榴开百子”比喻多生子女，还可能与“周文王喜生百子”的民间传说有关，强烈地反映旧时人们渴望“多子、多福、多寿”的传统观念。”恰好映衬了主题，越看越耐品。,4553,2024/12/25 6:18
2812,31,我真心喜欢《黄金万两 满载而归》。从题旨到细节都拿捏得很到位，“此门神表现进宝力士推来一车金银财宝，车上分别插着有“黄金万两”、“满载而归”的旗帜。力士戴草帽圈，着军服，扎裹腿，体魄健壮。有传说谓：五代时后周皇帝郭威因无子嗣…”把内核讲清了，笔墨有力度。,3397,2024/2/27 8:34
2813,77,《镇宅福虎》并不打动我。“福虎寓意福运临门，财源亨通。虎又为百兽之王，是威猛的象征，因此具有镇宅辟邪之功。虎也被称为瑞兽，甚得老百姓喜爱。”信息堆砌却缺乏重点，画面显得平直，少了应有的力量。,34,2024/3/11 4:16
2814,42,《踩荷童子》并不打动我。“此画为睡房门画，图中儿童站在一片荷叶上，梳双辫，带金镯，手捧花瓶，内插盛开的荷花、牡丹。娃娃和荷花组合在一起，最早见于唐代长沙窑瓷瓶上的娃娃戏莲纹饰和敦煌壁画中…”信息堆砌却缺乏重点，画面显得平直，少了应有的力量。,3497,2024/10/17 13:32
2815,21,《莲年有余》题材不错，可惜执行一般。“莲(连)年有余是杨柳青年画代表作。图中的娃姓手持莲花，怀抱金鱼，憨态可掬，身旁红荷盛开，下有碧叶相托。整幅画面构图饱满，形象生动。有莲有鱼，谐音寓意连年有余，表…”没有抓住核心，构图与色调都显得拖沓。,1864,2025/1/24 13:14
2816,6,《女子自强》让我眼前一亮：构图完整、意境饱满。这段介绍“女子自强  Being Independent Women        43X68cm  民国  半印半绘  齐健隆画店  大树画馆藏  Period: Th…”恰好映衬了主题，越看越耐品。,186,2024/5/3 17:00
2817,121,《风匣神》充满张力与温度，“画面为风匣和大火熊熊的炉灶，上方有“大风常有”字样。”。题材老到却不老派，我给好评。,1899,2024/8/21 15:36
2818,141,《发冷姑婆》让我眼前一亮：构图完整、意境饱满。这段介绍“祛病驱邪之纸马。”恰好映衬了主题，越看越耐品。,252,2024/7/15 18:52
2819,65,《赵云抱太子》充满张力与温度，“又名“赵云抱阿斗”。三国时，刘备失利败逃，与夫人失散，赵云单枪匹马抱回了太子。画面中，赵云手持长枪，扎靠旗，披盔甲，骑战马胜利归回。”。题材老到却不老派，我给好评。,3746,2024/8/10 6:35
2820,35,《对花瓶富贵花开》让我眼前一亮：构图完整、意境饱满。这段介绍“瓶体黄色调，花为粉色调。瓶中之花有象征连年有余的荷花、莲子，以及象征富贵的牡丹，花上有蜂蝶戏舞。果盘中有西瓜、葡萄、石榴、仙桃等象征多子、长寿。花瓶后另有画卷及…”恰好映衬了主题，越看越耐品。,4215,2025/4/28 17:46
2821,18,老实说，《杨家将》有些失望。“杨家将  Yang Generals  清代?门画  跳龙门艺术博物馆藏”讲得多但不深入，主题发散，视觉上也不够干净。,4446,2024/9/10 20:16
2822,121,《风匣神》充满张力与温度，“画面为风匣和大火熊熊的炉灶，上方有“大风常有”字样。”。题材老到却不老派，我给好评。,2280,2025/6/24 1:39
